customer_id,last,freq,money,recency,R,F,M,Segment
366,2024-12-11 16:10:00,7,2090.71,20,High,High,Med,High High Med
367,2024-01-14 03:03:00,1,198.52,352,Low,Low,Low,Low Low Low
368,2024-10-18 20:41:00,5,1569.23,74,Med,Med,Med,Med Med Med
369,2024-12-08 22:01:00,2,2239.01,23,High,Low,Med,High Low Med
370,2024-10-22 06:48:00,5,1918.9099999999999,70,Med,Med,Med,Med Med Med
371,2023-12-04 21:58:00,4,630.3199999999999,393,Low,Med,Low,Low Med Low
372,2024-12-16 07:02:00,20,3978.5099999999998,15,High,High,High,High High High
373,2024-08-14 13:49:00,5,2463.71,139,Med,Med,High,Med Med High
374,2023-09-17 15:50:00,2,816.26,471,Low,Low,Low,Low Low Low
375,2024-12-27 17:40:00,7,1975.72,4,High,High,Med,High High Med
376,2024-11-27 07:39:00,4,1152.58,34,High,Med,Med,High Med Med
377,2024-02-02 20:54:00,2,110.91,333,Low,Low,Low,Low Low Low
378,2024-11-07 09:24:00,4,2292.71,54,High,Med,Med,High Med Med
379,2024-05-29 17:34:00,1,59.54,216,Low,Low,Low,Low Low Low
380,2024-07-27 05:58:00,4,3016.4900000000002,157,Med,Med,High,Med Med High
381,2024-09-29 21:43:00,8,2115.75,93,Med,High,Med,Med High Med
382,2024-09-03 10:13:00,8,3381.22,119,Med,High,High,Med High High
383,2024-03-05 14:06:00,4,1702.53,301,Low,Med,Med,Low Med Med
384,2023-12-24 16:46:00,2,935.6600000000001,373,Low,Low,Low,Low Low Low
385,2024-10-25 15:39:00,3,1640.44,67,Med,Low,Med,Med Low Med
386,2023-09-25 18:38:00,2,718.8399999999999,463,Low,Low,Low,Low Low Low
387,2024-08-05 09:02:00,2,219.6,148,Med,Low,Low,Med Low Low
388,2023-02-14 08:38:00,4,782.2,686,Low,Med,Low,Low Med Low
389,2024-11-17 00:59:00,3,400.40999999999997,44,High,Low,Low,High Low Low
390,2024-01-27 00:44:00,6,1548.49,339,Low,Med,Med,Low Med Med
391,2024-12-06 01:03:00,17,7653.38,25,High,High,High,High High High
392,2024-06-13 03:17:00,5,1506.21,201,Low,Med,Med,Low Med Med
393,2024-11-17 20:12:00,7,2211.84,44,High,High,Med,High High Med
394,2024-11-28 02:19:00,18,7029.4400000000005,33,High,High,High,High High High
395,2024-05-29 18:01:00,2,302.09000000000003,216,Low,Low,Low,Low Low Low
396,2024-06-24 04:08:00,8,3900.56,190,Low,High,High,Low High High
397,2024-07-13 18:22:00,8,3401.69,171,Med,High,High,Med High High
398,2024-09-28 06:19:00,7,2392.8,94,Med,High,High,Med High High
399,2024-12-30 20:34:00,44,25407.69,1,High,High,High,High High High
400,2023-12-25 18:22:00,1,129.14999999999998,372,Low,Low,Low,Low Low Low
401,2024-07-30 22:40:00,3,1813.73,153,Med,Low,Med,Med Low Med
402,2024-12-12 18:37:00,36,12377.76,19,High,High,High,High High High
403,2024-12-29 05:49:00,40,12888.7,2,High,High,High,High High High
404,2024-11-13 00:38:00,6,2586.9700000000003,48,High,Med,High,High Med High
405,2024-12-26 09:41:00,14,4870.42,5,High,High,High,High High High
406,2024-10-05 08:12:00,8,4362.34,87,Med,High,High,Med High High
407,2024-11-21 12:47:00,34,9822.07,40,High,High,High,High High High
408,2024-06-06 14:01:00,8,3730.0,208,Low,High,High,Low High High
409,2024-09-01 05:19:00,23,7926.95,121,Med,High,High,Med High High
410,2024-11-29 15:47:00,18,3983.8946349692096,32,High,High,High,High High High
411,2024-05-27 04:18:00,2,432.66999999999996,218,Low,Low,Low,Low Low Low
412,2023-02-27 03:03:00,1,219.61,673,Low,Low,Low,Low Low Low
413,2024-08-27 08:50:00,8,2448.95,126,Med,High,High,Med High High
414,2023-11-12 23:26:00,1,40.18,414,Low,Low,Low,Low Low Low
415,2024-11-29 14:03:00,4,1626.09,32,High,Med,Med,High Med Med
416,2024-03-17 17:03:00,5,4835.7,289,Low,Med,High,Low Med High
417,2024-02-06 01:33:00,2,473.36,329,Low,Low,Low,Low Low Low
418,2024-12-04 04:06:00,23,8547.86,27,High,High,High,High High High
419,2024-01-02 13:02:00,13,4872.16,364,Low,High,High,Low High High
421,2024-09-11 16:24:00,1,262.34,111,Med,Low,Low,Med Low Low
422,2024-10-06 22:11:00,2,828.3,86,Med,Low,Low,Med Low Low
423,2024-04-02 19:36:00,1,124.1,273,Low,Low,Low,Low Low Low
424,2023-10-06 23:37:00,5,3013.1900000000005,451,Low,Med,High,Low Med High
425,2024-10-22 00:40:00,6,1903.9499999999998,70,Med,Med,Med,Med Med Med
426,2024-06-26 11:19:00,2,598.19,188,Low,Low,Low,Low Low Low
427,2023-08-27 08:39:00,4,635.23,492,Low,Med,Low,Low Med Low
428,2024-11-18 17:08:00,6,2202.94,43,High,Med,Med,High Med Med
429,2024-04-08 23:00:00,4,514.93,266,Low,Med,Low,Low Med Low
430,2023-04-10 00:07:00,4,1251.96,631,Low,Med,Med,Low Med Med
431,2023-10-08 10:32:00,1,677.91,450,Low,Low,Low,Low Low Low
432,2024-11-27 11:08:00,8,3702.8199999999997,34,High,High,High,High High High
433,2024-11-26 17:48:00,8,3491.8100000000004,35,High,High,High,High High High
434,2024-11-30 18:43:00,3,1739.6,31,High,Low,Med,High Low Med
435,2024-12-17 22:40:00,3,720.21,13,High,Low,Low,High Low Low
436,2024-12-01 18:52:00,4,1481.74,30,High,Med,Med,High Med Med
437,2023-08-20 21:52:00,4,980.49,499,Low,Med,Low,Low Med Low
438,2024-05-13 22:50:00,6,7291.674451348433,231,Low,Med,High,Low Med High
439,2024-10-19 01:00:00,1,344.53,73,Med,Low,Low,Med Low Low
443,2024-10-25 09:54:00,3,1408.24,67,Med,Low,Med,Med Low Med
445,2024-02-26 09:47:00,2,1222.9,309,Low,Low,Med,Low Low Med
446,2024-11-28 08:28:00,1,21.1,33,High,Low,Low,High Low Low
447,2024-11-21 12:37:00,3,3161.7999999999997,40,High,Low,High,High Low High
448,2023-06-11 03:26:00,1,2244.0,569,Low,Low,Med,Low Low Med
450,2024-08-18 05:12:00,2,316.12,135,Med,Low,Low,Med Low Low
451,2024-11-23 07:25:00,5,2148.95,38,High,Med,Med,High Med Med
452,2024-06-26 07:12:00,5,1221.24,188,Low,Med,Med,Low Med Med
453,2024-12-20 04:03:00,6,3039.5,11,High,Med,High,High Med High
454,2023-05-15 23:46:00,4,828.23,595,Low,Med,Low,Low Med Low
455,2024-10-29 05:23:00,8,1984.2465017397944,63,Med,High,Med,Med High Med
456,2023-09-26 06:09:00,1,94.95,462,Low,Low,Low,Low Low Low
457,2024-03-17 12:11:00,4,1184.53,289,Low,Med,Med,Low Med Med
459,2024-03-08 06:16:00,4,924.6400000000001,298,Low,Med,Low,Low Med Low
460,2024-07-28 15:35:00,2,207.39000000000001,156,Med,Low,Low,Med Low Low
462,2024-02-01 13:27:00,2,493.18000000000006,334,Low,Low,Low,Low Low Low
463,2023-02-19 15:22:00,1,1204.1100000000001,681,Low,Low,Med,Low Low Med
464,2024-11-07 06:47:00,8,3684.71,54,High,High,High,High High High
465,2023-12-01 02:55:00,3,931.91,396,Low,Low,Low,Low Low Low
466,2024-12-07 17:43:00,7,2177.5499999999997,24,High,High,Med,High High Med
467,2024-12-13 22:39:00,8,1860.44,17,High,High,Med,High High Med
469,2023-01-15 09:26:00,4,2205.1800000000003,716,Low,Med,Med,Low Med Med
470,2024-12-12 15:22:00,4,2485.1600000000003,19,High,Med,High,High Med High
471,2024-11-05 22:20:00,8,3169.0,55,High,High,High,High High High
473,2024-01-14 01:05:00,2,467.08,352,Low,Low,Low,Low Low Low
474,2024-12-09 00:36:00,7,4202.906181937183,22,High,High,High,High High High
475,2024-11-29 07:34:00,7,1902.3500000000001,32,High,High,Med,High High Med
476,2024-12-06 09:21:00,7,3746.8799999999997,25,High,High,High,High High High
477,2024-12-12 18:39:00,8,4501.26,19,High,High,High,High High High
478,2024-07-27 14:25:00,7,2870.53,157,Med,High,High,Med High High
479,2024-05-24 00:23:00,4,3170.2200000000003,221,Low,Med,High,Low Med High
482,2024-11-27 12:44:00,4,1123.23,34,High,Med,Med,High Med Med
483,2024-12-28 12:04:00,5,2017.31,3,High,Med,Med,High Med Med
484,2024-11-23 19:09:00,4,3704.87,38,High,Med,High,High Med High
485,2024-12-02 01:46:00,6,1372.46,29,High,Med,Med,High Med Med
486,2024-09-27 14:26:00,7,3007.4,95,Med,High,High,Med High High
487,2024-09-08 05:14:00,7,1928.3899999999999,114,Med,High,Med,Med High Med
488,2024-09-12 09:50:00,8,2100.0299999999997,110,Med,High,Med,Med High Med
489,2023-08-29 06:48:00,2,477.77000000000004,490,Low,Low,Low,Low Low Low
490,2024-12-24 02:26:00,1,467.90265309924774,7,High,Low,Low,High Low Low
491,2023-08-21 05:06:00,1,775.12,498,Low,Low,Low,Low Low Low
492,2023-01-24 01:30:00,1,1911.6999999999998,707,Low,Low,Med,Low Low Med
494,2024-08-13 05:36:00,7,2449.9300000000003,140,Med,High,High,Med High High
496,2024-04-04 05:04:00,6,3849.8982120278315,271,Low,Med,High,Low Med High
497,2024-11-16 20:50:00,8,2224.6,45,High,High,Med,High High Med
498,2024-07-29 03:08:00,7,2896.28,155,Med,High,High,Med High High
499,2023-04-17 08:06:00,2,315.38,624,Low,Low,Low,Low Low Low
500,2024-11-27 18:28:00,7,2734.41,34,High,High,High,High High High
501,2024-09-26 02:22:00,1,469.7,96,Med,Low,Low,Med Low Low
502,2024-11-29 09:13:00,6,2739.83,32,High,Med,High,High Med High
503,2024-02-03 10:42:00,2,355.71000000000004,332,Low,Low,Low,Low Low Low
506,2023-09-02 16:04:00,2,647.22,486,Low,Low,Low,Low Low Low
508,2023-04-28 20:12:00,1,102.28,613,Low,Low,Low,Low Low Low
509,2023-04-27 14:32:00,5,3610.305761194721,614,Low,Med,High,Low Med High
510,2024-10-19 19:29:00,6,2639.27,73,Med,Med,High,Med Med High
512,2024-09-08 13:15:00,5,3224.0200000000004,114,Med,Med,High,Med Med High
513,2024-12-09 10:55:00,3,997.9399999999999,22,High,Low,Low,High Low Low
514,2024-08-23 17:43:00,8,3728.33,130,Med,High,High,Med High High
516,2024-10-27 01:07:00,7,2767.82,65,Med,High,High,Med High High
517,2024-11-11 05:43:00,6,1527.31,50,High,Med,Med,High Med Med
519,2023-10-25 04:58:00,2,985.76,433,Low,Low,Low,Low Low Low
520,2024-12-24 08:59:00,8,3003.1600000000003,7,High,High,High,High High High
521,2023-04-23 04:04:00,1,65.14,618,Low,Low,Low,Low Low Low
522,2024-12-17 08:38:00,8,2789.94,14,High,High,High,High High High
523,2024-01-24 10:35:00,4,757.47,342,Low,Med,Low,Low Med Low
524,2024-12-31 22:06:00,6,1195.7,0,High,Med,Med,High Med Med
525,2024-03-30 20:05:00,2,3637.92,276,Low,Low,High,Low Low High
527,2024-12-04 11:48:00,8,3182.59,27,High,High,High,High High High
528,2023-12-16 17:46:00,3,841.27,381,Low,Low,Low,Low Low Low
529,2024-08-07 23:05:00,2,259.65,145,Med,Low,Low,Med Low Low
531,2024-12-22 08:18:00,7,2561.2,9,High,High,High,High High High
532,2024-04-08 17:44:00,8,1495.6000000000001,267,Low,High,Med,Low High Med
533,2024-11-10 05:31:00,8,3389.87,51,High,High,High,High High High
534,2024-03-13 06:54:00,5,1005.8199999999999,293,Low,Med,Low,Low Med Low
535,2023-12-20 11:19:00,1,519.0600000000001,377,Low,Low,Low,Low Low Low
536,2024-12-14 00:22:00,8,2827.17,17,High,High,High,High High High
538,2024-03-16 14:53:00,3,1492.92,290,Low,Low,Med,Low Low Med
539,2024-04-22 10:20:00,4,1753.1599999999999,253,Low,Med,Med,Low Med Med
540,2024-07-05 07:05:00,4,1147.69,179,Med,Med,Med,Med Med Med
542,2024-12-04 08:01:00,6,3186.69,27,High,Med,High,High Med High
543,2023-11-19 07:11:00,2,592.21,408,Low,Low,Low,Low Low Low
544,2024-10-27 01:04:00,8,2333.34,65,Med,High,High,Med High High
545,2024-05-18 20:26:00,4,1212.22,227,Low,Med,Med,Low Med Med
546,2024-12-13 07:00:00,1,79.65,18,High,Low,Low,High Low Low
547,2024-09-06 09:00:00,8,4808.22,116,Med,High,High,Med High High
549,2024-07-11 18:29:00,5,2489.26,173,Med,Med,High,Med Med High
551,2024-10-30 13:03:00,8,6021.540000000001,62,Med,High,High,Med High High
552,2024-11-13 11:46:00,2,1404.1299999999999,48,High,Low,Med,High Low Med
553,2024-09-22 16:57:00,5,975.1099999999999,100,Med,Med,Low,Med Med Low
554,2023-04-28 19:59:00,1,58.92,613,Low,Low,Low,Low Low Low
555,2024-09-23 15:35:00,7,3472.85,99,Med,High,High,Med High High
556,2024-10-31 11:25:00,6,1192.37,61,Med,Med,Med,Med Med Med
557,2024-09-26 18:08:00,5,2091.3548209705627,96,Med,Med,Med,Med Med Med
559,2024-02-09 11:27:00,4,1063.5600000000002,326,Low,Med,Low,Low Med Low
560,2023-12-06 08:30:00,4,1773.9900000000002,391,Low,Med,Med,Low Med Med
561,2024-02-18 01:03:00,3,705.42,317,Low,Low,Low,Low Low Low
562,2024-12-26 10:43:00,5,4125.16,5,High,Med,High,High Med High
563,2024-12-19 12:00:00,7,1663.36,12,High,High,Med,High High Med
564,2024-11-25 23:21:00,2,1303.98,35,High,Low,Med,High Low Med
566,2024-09-22 06:07:00,4,633.95,100,Med,Med,Low,Med Med Low
567,2024-10-08 21:38:00,8,2559.79,84,Med,High,High,Med High High
568,2023-09-16 19:28:00,2,989.02,472,Low,Low,Low,Low Low Low
569,2024-12-18 20:41:00,3,946.23,13,High,Low,Low,High Low Low
570,2024-11-05 04:12:00,3,731.97,56,High,Low,Low,High Low Low
571,2024-12-31 16:13:00,1,190.58,0,High,Low,Low,High Low Low
572,2024-07-01 01:03:00,4,302.14,183,Med,Med,Low,Med Med Low
573,2023-06-10 10:29:00,2,536.1800000000001,570,Low,Low,Low,Low Low Low
574,2024-06-13 18:01:00,5,650.86,201,Low,Med,Low,Low Med Low
575,2024-12-05 03:03:00,8,1581.56,26,High,High,Med,High High Med
576,2023-04-25 05:23:00,1,2277.4,616,Low,Low,Med,Low Low Med
577,2024-08-12 02:27:00,8,4781.67,141,Med,High,High,Med High High
578,2024-09-01 10:11:00,3,1136.22,121,Med,Low,Med,Med Low Med
579,2024-12-11 07:19:00,3,3184.09,20,High,Low,High,High Low High
580,2024-12-25 10:32:00,6,4784.330917905865,6,High,Med,High,High Med High
581,2023-02-20 22:50:00,4,729.8199999999999,679,Low,Med,Low,Low Med Low
583,2024-12-27 19:26:00,2,669.5500000000001,4,High,Low,Low,High Low Low
585,2024-04-22 23:08:00,1,48.34,252,Low,Low,Low,Low Low Low
586,2024-12-23 22:58:00,6,2391.2799999999997,7,High,Med,High,High Med High
587,2024-12-21 08:04:00,5,1926.9,10,High,Med,Med,High Med Med
588,2024-03-24 02:22:00,1,4213.780263075657,282,Low,Low,High,Low Low High
589,2024-09-19 21:24:00,8,2820.17,103,Med,High,High,Med High High
590,2024-12-16 01:31:00,5,2620.16,15,High,Med,High,High Med High
591,2024-04-14 06:03:00,5,1595.8400000000001,261,Low,Med,Med,Low Med Med
592,2023-11-02 03:07:00,1,32.94,425,Low,Low,Low,Low Low Low
593,2023-04-13 10:19:00,2,441.61999999999995,628,Low,Low,Low,Low Low Low
594,2024-11-28 08:11:00,8,2183.52,33,High,High,Med,High High Med
595,2024-09-02 04:22:00,5,3158.33,120,Med,Med,High,Med Med High
596,2024-12-18 10:20:00,8,4661.75,13,High,High,High,High High High
597,2024-06-06 10:32:00,5,1647.47,208,Low,Med,Med,Low Med Med
598,2023-02-18 20:04:00,1,279.94,682,Low,Low,Low,Low Low Low
600,2024-12-20 15:50:00,7,2647.08,11,High,High,High,High High High
603,2024-12-24 01:36:00,6,1311.79,7,High,Med,Med,High Med Med
604,2024-12-01 00:43:00,8,2847.2400000000002,30,High,High,High,High High High
606,2024-11-02 18:06:00,5,2330.18,59,Med,Med,High,Med Med High
607,2024-04-24 06:49:00,6,1935.71,251,Low,Med,Med,Low Med Med
608,2024-10-25 01:10:00,8,2526.46,67,Med,High,High,Med High High
611,2024-12-22 11:39:00,6,1691.12,9,High,Med,Med,High Med Med
612,2024-08-11 09:00:00,3,1768.37,142,Med,Low,Med,Med Low Med
613,2024-04-16 20:55:00,4,505.63,259,Low,Med,Low,Low Med Low
614,2024-04-01 04:03:00,1,559.29,274,Low,Low,Low,Low Low Low
615,2024-12-29 15:35:00,7,2285.4,2,High,High,Med,High High Med
618,2024-12-20 11:02:00,4,993.98,11,High,Med,Low,High Med Low
619,2024-12-18 14:46:00,7,1688.55,13,High,High,Med,High High Med
620,2024-11-03 23:17:00,8,3520.6099999999997,57,High,High,High,High High High
621,2024-08-31 03:54:00,6,1922.6699999999998,122,Med,Med,Med,Med Med Med
623,2024-11-26 00:06:00,2,888.3698438288803,35,High,Low,Low,High Low Low
624,2024-11-02 01:35:00,6,3500.0945182913024,59,Med,Med,High,Med Med High
625,2024-12-22 02:44:00,5,655.95,9,High,Med,Low,High Med Low
626,2023-12-03 08:23:00,1,295.76,394,Low,Low,Low,Low Low Low
627,2024-12-24 03:34:00,5,2487.29,7,High,Med,High,High Med High
628,2023-09-10 20:20:00,1,81.3,478,Low,Low,Low,Low Low Low
629,2024-12-19 21:44:00,7,3964.57,12,High,High,High,High High High
630,2024-12-17 14:17:00,7,1448.24,14,High,High,Med,High High Med
631,2024-08-17 16:23:00,3,1145.98,136,Med,Low,Med,Med Low Med
632,2024-07-25 15:09:00,7,1539.9,159,Med,High,Med,Med High Med
634,2024-11-22 20:54:00,8,2391.09,39,High,High,High,High High High
635,2024-09-17 10:43:00,8,2208.9700000000003,105,Med,High,Med,Med High Med
636,2024-10-22 14:42:00,5,1579.55,70,Med,Med,Med,Med Med Med
637,2024-08-13 12:59:00,3,1113.2,140,Med,Low,Med,Med Low Med
638,2024-10-09 13:13:00,6,1791.3300000000002,83,Med,Med,Med,Med Med Med
639,2024-09-24 02:25:00,6,1451.3200000000002,98,Med,Med,Med,Med Med Med
640,2024-11-08 06:09:00,5,3128.2300000000005,53,High,Med,High,High Med High
642,2024-11-26 05:35:00,8,2452.39,35,High,High,High,High High High
643,2023-01-02 08:52:00,1,39.93,729,Low,Low,Low,Low Low Low
644,2024-11-06 13:33:00,4,2417.27,55,High,Med,High,High Med High
645,2024-08-06 05:35:00,6,2961.23,147,Med,Med,High,Med Med High
646,2024-12-11 11:53:00,4,842.8199999999999,20,High,Med,Low,High Med Low
647,2024-07-07 09:29:00,6,975.88,177,Med,Med,Low,Med Med Low
648,2024-08-19 02:58:00,2,174.31,134,Med,Low,Low,Med Low Low
649,2024-12-07 02:06:00,8,4699.733169584866,24,High,High,High,High High High
650,2024-11-26 09:46:00,5,1141.59,35,High,Med,Med,High Med Med
651,2024-10-04 13:27:00,8,3607.39,88,Med,High,High,Med High High
652,2023-12-19 05:05:00,3,989.28,378,Low,Low,Low,Low Low Low
653,2024-06-02 18:38:00,2,178.19,212,Low,Low,Low,Low Low Low
654,2024-11-22 23:14:00,4,890.93,38,High,Med,Low,High Med Low
655,2024-01-25 13:26:00,6,2301.92,341,Low,Med,Med,Low Med Med
656,2024-08-02 22:25:00,6,1495.95,150,Med,Med,Med,Med Med Med
658,2024-10-20 11:46:00,4,1581.12,72,Med,Med,Med,Med Med Med
660,2024-11-06 22:46:00,5,1944.3500000000001,54,High,Med,Med,High Med Med
661,2024-08-07 06:54:00,1,220.94,146,Med,Low,Low,Med Low Low
662,2024-12-20 02:12:00,7,1614.9099999999999,11,High,High,Med,High High Med
663,2024-12-15 22:04:00,8,5749.527488588791,16,High,High,High,High High High
664,2024-09-08 18:14:00,6,3263.59,114,Med,Med,High,Med Med High
665,2023-06-02 17:41:00,2,1385.4,578,Low,Low,Med,Low Low Med
666,2024-09-24 23:51:00,8,1565.14,97,Med,High,Med,Med High Med
667,2024-10-20 04:16:00,8,2448.21,72,Med,High,High,Med High High
668,2024-12-23 19:28:00,5,1237.2193791193272,8,High,Med,Med,High Med Med
669,2023-12-12 11:16:00,3,1406.75,385,Low,Low,Med,Low Low Med
671,2024-11-20 18:52:00,5,4188.032370101505,41,High,Med,High,High Med High
672,2024-12-30 01:22:00,3,1130.6,1,High,Low,Med,High Low Med
674,2024-06-10 05:45:00,2,1090.68,204,Low,Low,Low,Low Low Low
675,2024-10-12 05:15:00,2,834.0699999999999,80,Med,Low,Low,Med Low Low
676,2024-10-17 13:52:00,8,2773.16,75,Med,High,High,Med High High
677,2024-12-12 21:08:00,6,2165.1000000000004,19,High,Med,Med,High Med Med
678,2024-11-23 01:07:00,2,254.32,38,High,Low,Low,High Low Low
679,2023-12-23 02:20:00,6,1810.8899999999999,374,Low,Med,Med,Low Med Med
680,2024-07-06 10:12:00,6,2008.67,178,Med,Med,Med,Med Med Med
681,2024-06-27 17:33:00,2,922.92,187,Low,Low,Low,Low Low Low
682,2024-12-23 13:09:00,4,884.6500000000001,8,High,Med,Low,High Med Low
683,2024-05-13 14:18:00,1,323.32,232,Low,Low,Low,Low Low Low
684,2024-07-25 21:25:00,3,339.77,159,Med,Low,Low,Med Low Low
686,2024-07-06 15:43:00,2,269.88,178,Med,Low,Low,Med Low Low
687,2024-10-05 18:09:00,3,1884.96,87,Med,Low,Med,Med Low Med
689,2024-08-03 23:47:00,5,1900.67,149,Med,Med,Med,Med Med Med
690,2024-10-24 12:59:00,7,2399.84,68,Med,High,High,Med High High
691,2023-11-17 18:25:00,6,1027.61,410,Low,Med,Low,Low Med Low
692,2024-04-28 20:09:00,7,2383.7599999999998,247,Low,High,High,Low High High
693,2024-09-14 23:42:00,7,3660.17,107,Med,High,High,Med High High
694,2023-05-04 00:19:00,1,109.35000000000001,607,Low,Low,Low,Low Low Low
695,2024-10-19 17:46:00,4,1009.65,73,Med,Med,Low,Med Med Low
696,2023-11-06 04:54:00,2,369.28999999999996,421,Low,Low,Low,Low Low Low
697,2023-05-21 06:45:00,2,588.27,590,Low,Low,Low,Low Low Low
698,2024-08-11 12:37:00,4,1707.96,142,Med,Med,Med,Med Med Med
700,2024-12-30 18:25:00,1,49.94,1,High,Low,Low,High Low Low
701,2024-08-02 20:26:00,4,670.29,151,Med,Med,Low,Med Med Low
702,2024-12-10 06:26:00,7,2152.42,21,High,High,Med,High High Med
703,2023-11-04 09:43:00,2,280.98,423,Low,Low,Low,Low Low Low
704,2024-12-03 08:02:00,7,1261.71,28,High,High,Med,High High Med
706,2023-05-29 08:00:00,3,831.9,582,Low,Low,Low,Low Low Low
707,2024-08-31 06:32:00,8,1792.49,122,Med,High,Med,Med High Med
708,2024-10-25 08:11:00,7,3167.0,67,Med,High,High,Med High High
709,2024-11-05 14:36:00,8,1748.53,56,High,High,Med,High High Med
710,2024-12-18 19:32:00,7,2984.37,13,High,High,High,High High High
711,2024-09-03 19:12:00,8,2815.39,119,Med,High,High,Med High High
713,2024-07-11 18:44:00,4,1258.07,173,Med,Med,Med,Med Med Med
714,2024-10-11 15:19:00,7,3147.702224460367,81,Med,High,High,Med High High
715,2024-08-31 01:48:00,3,980.95,122,Med,Low,Low,Med Low Low
716,2024-07-05 19:42:00,4,2401.9700000000003,179,Med,Med,High,Med Med High
717,2024-12-12 18:31:00,5,466.27000000000004,19,High,Med,Low,High Med Low
718,2024-12-13 15:36:00,8,2552.28,18,High,High,High,High High High
719,2024-05-19 16:28:00,4,2908.3599999999997,226,Low,Med,High,Low Med High
720,2024-07-08 23:13:00,4,1985.8700000000001,175,Med,Med,Med,Med Med Med
721,2024-12-31 19:47:00,4,5085.12,0,High,Med,High,High Med High
723,2024-11-18 06:38:00,3,876.92,43,High,Low,Low,High Low Low
724,2024-12-21 16:39:00,8,2672.23,10,High,High,High,High High High
725,2024-07-05 20:23:00,2,607.0500000000001,179,Med,Low,Low,Med Low Low
727,2024-08-01 00:46:00,7,1379.5,152,Med,High,Med,Med High Med
728,2024-11-18 18:29:00,6,1503.06,43,High,Med,Med,High Med Med
729,2024-01-30 03:53:00,1,297.81,336,Low,Low,Low,Low Low Low
733,2023-07-30 09:08:00,1,1237.1,520,Low,Low,Med,Low Low Med
734,2024-03-23 10:59:00,2,468.53,283,Low,Low,Low,Low Low Low
735,2024-09-30 08:23:00,6,855.1,92,Med,Med,Low,Med Med Low
736,2023-11-04 08:58:00,1,834.35,423,Low,Low,Low,Low Low Low
738,2024-07-03 11:14:00,5,4314.02,181,Med,Med,High,Med Med High
739,2024-07-07 09:33:00,7,3478.2900000000004,177,Med,High,High,Med High High
742,2023-11-11 06:35:00,1,504.87,416,Low,Low,Low,Low Low Low
743,2024-10-26 01:38:00,6,998.04,66,Med,Med,Low,Med Med Low
744,2024-08-26 16:38:00,6,2961.7799999999997,127,Med,Med,High,Med Med High
745,2024-11-30 10:32:00,2,418.82000000000005,31,High,Low,Low,High Low Low
748,2024-08-17 04:37:00,5,2402.1600000000003,136,Med,Med,High,Med Med High
749,2024-11-07 11:27:00,8,4227.21,54,High,High,High,High High High
750,2023-06-02 05:10:00,2,239.75,578,Low,Low,Low,Low Low Low
751,2024-07-09 19:36:00,4,1521.2400000000002,175,Med,Med,Med,Med Med Med
752,2024-11-18 06:37:00,5,3286.63,43,High,Med,High,High Med High
754,2023-01-14 16:42:00,3,1108.82,717,Low,Low,Low,Low Low Low
755,2024-05-26 09:48:00,5,2420.33,219,Low,Med,High,Low Med High
756,2024-12-27 12:27:00,3,539.38,4,High,Low,Low,High Low Low
757,2024-04-27 23:44:00,3,714.64,247,Low,Low,Low,Low Low Low
758,2024-08-24 14:28:00,6,5764.51,129,Med,Med,High,Med Med High
759,2023-12-13 05:13:00,4,1144.5400000000002,384,Low,Med,Med,Low Med Med
761,2023-01-06 20:48:00,2,266.76,725,Low,Low,Low,Low Low Low
762,2024-10-02 06:46:00,7,5119.82,90,Med,High,High,Med High High
764,2024-02-08 13:27:00,2,657.8579912607127,327,Low,Low,Low,Low Low Low
766,2023-04-19 10:41:00,2,411.33000000000004,622,Low,Low,Low,Low Low Low
767,2024-08-29 11:48:00,8,3228.5299999999997,124,Med,High,High,Med High High
768,2024-06-01 14:50:00,1,299.83,213,Low,Low,Low,Low Low Low
769,2024-04-27 07:48:00,5,2132.46,248,Low,Med,Med,Low Med Med
770,2024-05-04 07:09:00,8,3713.0600000000004,241,Low,High,High,Low High High
771,2024-03-08 05:31:00,1,263.26,298,Low,Low,Low,Low Low Low
773,2024-10-30 15:57:00,5,1497.02,62,Med,Med,Med,Med Med Med
774,2024-04-17 21:06:00,3,352.24,258,Low,Low,Low,Low Low Low
775,2023-06-25 11:32:00,1,1010.4161431413717,555,Low,Low,Low,Low Low Low
776,2024-11-28 20:09:00,6,1475.25,33,High,Med,Med,High Med Med
777,2024-09-16 07:52:00,4,1364.36,106,Med,Med,Med,Med Med Med
778,2024-03-17 00:02:00,1,275.73,289,Low,Low,Low,Low Low Low
779,2024-12-06 09:57:00,7,4487.53,25,High,High,High,High High High
780,2024-10-17 06:20:00,7,2557.91,75,Med,High,High,Med High High
781,2024-06-18 21:48:00,8,2627.87,196,Low,High,High,Low High High
782,2024-10-02 11:58:00,2,563.83,90,Med,Low,Low,Med Low Low
783,2023-11-21 09:26:00,3,1386.08,406,Low,Low,Med,Low Low Med
784,2024-11-27 23:21:00,8,2882.89,33,High,High,High,High High High
785,2024-10-08 02:27:00,2,317.61,84,Med,Low,Low,Med Low Low
786,2024-12-09 21:28:00,8,2261.84,22,High,High,Med,High High Med
787,2024-03-13 12:09:00,6,636.41,293,Low,Med,Low,Low Med Low
788,2024-10-23 11:23:00,2,267.45,69,Med,Low,Low,Med Low Low
789,2024-10-12 14:40:00,8,2273.64,80,Med,High,Med,Med High Med
790,2024-08-18 14:43:00,8,4328.85,135,Med,High,High,Med High High
