customer_id,signup,first_tx,days_since_signup,avg_days_btwn,cat_div,pref_payment
370,2023-10-05,2023-07-24 23:56:00,-73,113.5,3,PayPal
371,2023-03-28,2023-03-05 07:31:00,-23,91.0,1,Debit Card
372,2024-01-20,2023-03-25 21:46:00,-301,32.63157894736842,1,Credit Card
373,2022-10-30,2023-06-14 23:17:00,227,106.25,3,Bank Transfer
374,2022-06-29,2023-09-17 15:15:00,445,0.0,2,Cash
375,2023-07-07,2023-02-18 23:01:00,-139,112.5,1,Debit Card
376,2022-10-07,2023-02-26 11:04:00,142,212.66666666666666,2,Bank Transfer
377,2023-05-09,2023-08-14 07:24:00,97,172.0,2,Cash
378,2022-12-13,2023-01-21 00:36:00,39,218.33333333333334,2,PayPal
379,2022-03-19,2024-05-29 17:34:00,802,,1,PayPal
380,2022-08-20,2023-10-14 17:46:00,420,95.0,2,Bank Transfer
381,2023-07-25,2023-04-26 15:46:00,-90,74.0,3,Debit Card
382,2023-02-09,2023-02-06 22:52:00,-3,81.42857142857143,3,Cash
383,2022-05-07,2023-04-14 21:27:00,342,108.0,2,PayPal
384,2024-02-06,2023-03-22 06:44:00,-321,277.0,1,Bank Transfer
385,2023-10-16,2024-03-19 15:42:00,155,109.5,3,Bank Transfer
386,2022-08-28,2023-01-14 02:00:00,139,254.0,2,Credit Card
387,2023-07-29,2023-02-27 01:56:00,-152,525.0,2,Cash
388,2022-08-15,2023-02-14 07:58:00,183,0.0,2,Cash
389,2023-04-21,2023-06-17 17:45:00,57,258.5,3,Cash
390,2022-04-30,2023-03-30 18:10:00,334,60.2,1,Debit Card
391,2022-02-08,2023-02-22 19:31:00,379,40.25,1,PayPal
392,2022-04-29,2023-07-08 14:41:00,435,84.75,1,Debit Card
393,2023-07-05,2023-02-14 04:13:00,-141,106.66666666666667,3,Bank Transfer
394,2023-01-15,2023-01-08 01:17:00,-7,40.23529411764706,4,PayPal
395,2024-01-31,2023-06-05 05:14:00,-240,359.0,1,Cash
396,2023-11-02,2023-03-17 02:27:00,-230,65.85714285714286,3,Credit Card
397,2023-09-23,2023-01-01 12:07:00,-265,79.28571428571429,4,Debit Card
398,2022-10-14,2023-01-13 06:44:00,91,103.33333333333333,2,Credit Card
399,2022-08-11,2023-01-30 11:10:00,172,15.744186046511627,2,PayPal
400,2022-08-30,2023-12-25 18:22:00,482,,1,PayPal
401,2023-12-04,2023-03-26 14:07:00,-253,246.0,2,Debit Card
402,2023-10-23,2023-01-26 05:16:00,-270,19.228571428571428,4,Bank Transfer
403,2022-10-10,2023-03-10 01:10:00,151,16.384615384615383,3,PayPal
404,2023-04-11,2023-08-15 10:44:00,126,90.8,3,Credit Card
405,2023-10-20,2023-06-13 00:08:00,-129,42.53846153846154,3,PayPal
406,2022-02-21,2023-01-25 23:18:00,338,87.85714285714286,3,Debit Card
407,2022-05-09,2023-01-12 06:52:00,248,20.09090909090909,4,Debit Card
408,2024-02-23,2023-02-06 03:36:00,-382,69.14285714285714,2,Credit Card
409,2022-08-10,2023-02-06 00:53:00,180,25.454545454545453,1,Debit Card
410,2022-06-01,2023-02-10 10:40:00,254,38.1764705882353,2,Cash
411,2022-05-29,2023-05-31 12:52:00,367,361.0,1,Bank Transfer
412,2022-06-28,2023-02-27 03:03:00,244,,1,Bank Transfer
413,2022-01-27,2023-03-28 05:32:00,425,73.28571428571429,1,Debit Card
414,2022-09-01,2023-11-12 23:26:00,437,,1,PayPal
415,2022-06-28,2023-03-15 15:22:00,260,207.66666666666666,2,Debit Card
416,2024-01-30,2023-02-15 07:13:00,-349,98.75,2,Cash
417,2024-02-03,2023-08-08 17:33:00,-179,181.0,1,Credit Card
418,2024-03-07,2023-02-06 04:17:00,-395,29.863636363636363,4,Bank Transfer
419,2022-04-22,2023-01-11 22:14:00,264,29.083333333333332,3,Cash
421,2023-11-06,2024-09-11 16:24:00,310,,1,Debit Card
422,2023-10-21,2023-04-09 02:39:00,-195,546.0,1,PayPal
423,2023-05-06,2024-04-02 19:36:00,332,,1,Cash
424,2022-04-21,2023-02-04 02:12:00,289,60.75,1,Bank Transfer
425,2023-03-31,2023-03-13 16:13:00,-18,117.2,2,Debit Card
426,2022-11-26,2023-12-20 02:13:00,389,189.0,1,Cash
427,2022-05-10,2023-08-27 08:10:00,474,0.0,2,Bank Transfer
428,2023-08-23,2023-03-10 06:08:00,-166,123.2,3,Cash
429,2023-01-26,2024-04-08 22:37:00,438,0.0,3,Bank Transfer
430,2023-04-10,2023-04-09 23:38:00,-1,0.0,1,Cash
431,2022-04-12,2023-10-08 10:32:00,544,,1,Debit Card
432,2023-10-29,2023-02-18 16:37:00,-253,91.85714285714286,1,Cash
433,2022-08-09,2023-03-11 14:33:00,214,88.85714285714286,4,Debit Card
434,2022-08-22,2023-01-18 13:11:00,149,340.5,2,Credit Card
435,2023-04-10,2023-01-04 10:15:00,-96,356.0,1,Cash
436,2022-04-08,2023-01-14 14:15:00,281,228.66666666666666,2,Cash
437,2023-11-13,2023-01-13 20:09:00,-304,72.66666666666667,1,PayPal
438,2022-06-06,2023-01-20 08:57:00,228,95.4,1,PayPal
439,2022-03-29,2024-10-19 01:00:00,935,,1,Bank Transfer
443,2022-05-06,2023-09-22 03:37:00,504,199.0,1,Cash
445,2024-01-09,2023-12-12 04:02:00,-28,76.0,1,PayPal
446,2023-09-07,2024-11-28 08:28:00,448,,1,Cash
447,2023-08-15,2023-07-03 08:53:00,-43,253.0,1,Credit Card
448,2023-11-04,2023-06-11 03:26:00,-146,,1,Debit Card
450,2023-01-12,2024-01-11 14:28:00,364,219.0,2,PayPal
451,2023-08-11,2023-10-05 17:54:00,55,103.0,3,PayPal
452,2023-07-29,2023-03-26 06:32:00,-125,113.75,2,Debit Card
453,2023-10-21,2023-04-07 13:28:00,-197,124.0,3,Debit Card
454,2023-11-05,2023-05-15 23:01:00,-174,0.0,1,PayPal
455,2022-10-07,2023-02-17 03:58:00,133,88.14285714285714,2,Credit Card
456,2022-12-26,2023-09-26 06:09:00,274,,1,Credit Card
457,2022-05-27,2023-05-28 15:06:00,366,97.66666666666667,1,Bank Transfer
459,2022-02-01,2023-02-19 06:24:00,383,127.33333333333333,3,Bank Transfer
460,2022-08-09,2024-01-07 01:14:00,516,203.0,1,Credit Card
462,2024-01-09,2023-12-24 03:29:00,-16,39.0,2,Debit Card
463,2023-08-05,2023-02-19 15:22:00,-167,,1,Credit Card
464,2022-02-23,2023-01-19 14:40:00,330,93.71428571428571,1,Debit Card
465,2023-09-25,2023-10-01 19:01:00,6,29.5,1,Cash
466,2022-10-06,2023-01-05 12:44:00,91,116.33333333333333,2,Bank Transfer
467,2023-05-13,2023-03-14 09:17:00,-60,91.14285714285714,1,Cash
469,2022-04-27,2023-01-15 08:53:00,263,0.0,1,Credit Card
470,2022-10-18,2023-02-05 05:31:00,110,225.0,2,Bank Transfer
471,2023-11-15,2023-02-18 04:58:00,-270,89.0,1,Bank Transfer
473,2022-07-29,2023-07-10 06:21:00,346,187.0,2,Bank Transfer
474,2024-02-25,2023-04-03 13:35:00,-328,102.0,2,Credit Card
475,2022-10-24,2023-05-14 10:03:00,202,93.66666666666667,3,Credit Card
476,2023-05-25,2023-01-31 23:01:00,-114,112.0,3,Cash
477,2023-01-25,2023-01-04 11:26:00,-21,100.57142857142857,2,PayPal
478,2023-05-28,2023-01-08 08:51:00,-140,94.0,2,Credit Card
479,2022-12-29,2023-11-19 03:01:00,325,61.666666666666664,3,Credit Card
482,2023-08-13,2023-04-29 10:02:00,-106,192.33333333333334,1,Debit Card
483,2023-12-28,2023-01-30 14:02:00,-332,174.25,3,Bank Transfer
484,2023-02-19,2023-11-08 23:31:00,262,126.33333333333333,1,Cash
485,2022-06-25,2023-03-05 19:59:00,253,126.8,1,Debit Card
486,2023-12-08,2023-02-13 13:52:00,-298,98.16666666666667,1,Bank Transfer
487,2022-04-19,2023-01-19 09:42:00,275,99.0,4,Cash
488,2023-02-15,2023-01-24 09:17:00,-22,84.57142857142857,3,Credit Card
489,2022-11-14,2023-07-07 17:35:00,235,52.0,2,Credit Card
490,2024-03-08,2024-12-24 02:26:00,291,,1,Bank Transfer
491,2023-10-11,2023-08-21 05:06:00,-51,,1,PayPal
492,2022-07-18,2023-01-24 01:30:00,190,,1,Debit Card
494,2022-05-30,2023-01-26 09:43:00,241,93.66666666666667,3,Cash
496,2023-11-03,2023-01-29 05:30:00,-278,85.8,1,Credit Card
497,2024-03-02,2023-01-04 13:58:00,-423,96.85714285714286,1,Cash
498,2023-08-01,2023-01-14 00:06:00,-199,93.33333333333333,1,PayPal
499,2023-08-02,2023-03-14 15:12:00,-141,33.0,2,Credit Card
500,2023-10-05,2023-01-19 03:22:00,-259,112.66666666666667,1,PayPal
501,2022-03-11,2024-09-26 02:22:00,930,,1,PayPal
502,2022-11-07,2023-02-07 18:24:00,92,131.6,3,Debit Card
503,2022-12-27,2023-10-12 23:59:00,289,113.0,1,Credit Card
506,2022-04-03,2023-01-31 22:25:00,303,213.0,1,Bank Transfer
508,2024-01-27,2023-04-28 20:12:00,-274,,1,Cash
509,2023-08-09,2023-01-03 16:31:00,-218,28.0,1,Debit Card
510,2023-05-03,2023-04-09 16:59:00,-24,111.2,1,Bank Transfer
512,2022-12-18,2023-02-11 16:46:00,55,143.0,3,Bank Transfer
513,2022-06-26,2023-08-18 18:49:00,418,239.0,2,Credit Card
514,2023-03-25,2023-04-21 21:51:00,27,69.57142857142857,2,Debit Card
516,2022-10-17,2023-01-06 06:16:00,81,109.5,3,Cash
517,2022-12-13,2023-03-04 16:43:00,81,123.2,4,Debit Card
519,2022-04-07,2023-06-14 11:02:00,433,132.0,2,Credit Card
520,2022-10-18,2023-02-21 10:44:00,126,95.57142857142857,3,PayPal
521,2023-11-04,2023-04-23 04:04:00,-195,,1,PayPal
522,2022-12-08,2023-01-03 12:29:00,26,101.57142857142857,1,Bank Transfer
523,2022-05-25,2023-03-10 18:14:00,289,106.33333333333333,1,Bank Transfer
524,2023-11-03,2023-04-16 13:08:00,-201,124.6,3,Cash
525,2023-12-27,2024-02-25 07:16:00,60,34.0,1,Bank Transfer
527,2023-11-18,2023-03-12 17:16:00,-251,90.14285714285714,1,Credit Card
528,2023-11-18,2023-02-12 08:53:00,-279,153.0,2,PayPal
529,2022-01-19,2024-04-22 00:54:00,824,107.0,1,PayPal
531,2023-05-13,2023-08-22 22:09:00,101,80.66666666666667,2,Bank Transfer
532,2022-05-21,2023-01-22 21:17:00,246,62.714285714285715,3,PayPal
533,2022-04-14,2023-02-15 03:54:00,307,90.0,4,Cash
534,2024-01-27,2023-04-21 02:48:00,-281,81.5,2,PayPal
535,2022-12-11,2023-12-20 11:19:00,374,,1,Bank Transfer
536,2023-01-21,2023-01-01 14:28:00,-20,101.42857142857143,3,Bank Transfer
538,2022-06-19,2023-06-14 09:57:00,360,137.5,3,Cash
539,2023-01-09,2023-03-04 23:28:00,54,137.66666666666666,3,Cash
540,2023-09-18,2023-08-22 19:08:00,-27,105.33333333333333,3,Debit Card
542,2022-11-13,2023-02-02 21:12:00,81,133.6,3,Debit Card
543,2022-07-18,2023-01-14 11:44:00,180,308.0,2,Cash
544,2023-08-08,2023-05-07 09:17:00,-93,76.42857142857143,2,PayPal
545,2022-10-16,2023-06-22 15:32:00,249,110.0,1,PayPal
546,2023-03-05,2024-12-13 07:00:00,649,,1,Debit Card
547,2023-09-12,2023-03-19 08:22:00,-177,76.28571428571429,1,Credit Card
549,2023-07-22,2023-01-24 03:42:00,-179,133.5,3,Debit Card
551,2024-02-21,2023-05-28 02:32:00,-269,74.0,2,Cash
552,2023-06-10,2024-10-24 19:06:00,502,19.0,2,Bank Transfer
553,2022-04-04,2023-07-20 08:46:00,472,107.25,1,Cash
554,2022-12-24,2023-04-28 19:59:00,125,,1,Bank Transfer
555,2023-02-10,2023-06-11 01:19:00,121,78.0,3,Debit Card
556,2023-01-31,2023-03-30 14:07:00,58,115.8,2,Debit Card
557,2022-01-29,2023-02-14 01:25:00,381,147.0,1,PayPal
559,2022-05-21,2023-03-06 14:19:00,289,112.66666666666667,2,PayPal
560,2023-04-29,2023-01-12 11:36:00,-107,109.0,3,Cash
561,2023-04-26,2023-07-09 06:03:00,74,111.5,3,Credit Card
562,2022-03-23,2023-07-04 07:28:00,468,134.75,1,Credit Card
563,2022-06-03,2023-01-13 03:33:00,224,117.5,2,Cash
564,2023-09-16,2024-10-01 18:04:00,381,55.0,1,Bank Transfer
566,2022-05-05,2023-04-22 18:42:00,352,172.33333333333334,2,Debit Card
567,2023-10-17,2023-01-29 20:54:00,-261,87.85714285714286,2,Bank Transfer
568,2022-04-24,2023-02-14 09:09:00,296,214.0,2,Cash
569,2022-01-17,2023-08-24 20:30:00,584,240.5,3,Bank Transfer
570,2024-01-06,2023-06-19 14:00:00,-201,251.5,2,Bank Transfer
571,2022-01-02,2024-12-31 16:13:00,1094,,1,Debit Card
572,2023-08-08,2023-02-27 03:56:00,-162,163.0,3,Bank Transfer
573,2023-11-16,2023-02-18 22:18:00,-271,111.0,1,Debit Card
574,2023-01-05,2023-07-06 11:47:00,182,85.25,3,Credit Card
575,2023-07-12,2023-02-14 12:30:00,-148,93.71428571428571,3,Bank Transfer
576,2023-06-04,2023-04-25 05:23:00,-40,,1,Cash
577,2023-04-27,2023-01-23 19:53:00,-94,80.42857142857143,2,Bank Transfer
578,2023-01-18,2023-09-15 16:25:00,240,175.5,2,Cash
579,2023-01-01,2023-02-25 15:25:00,55,326.5,2,Cash
580,2024-01-21,2023-03-03 03:12:00,-324,132.2,2,Cash
581,2024-01-23,2023-02-20 22:07:00,-337,0.0,2,Cash
583,2023-10-21,2024-01-05 18:43:00,76,357.0,1,Debit Card
585,2023-05-06,2024-04-22 23:08:00,352,,1,Debit Card
586,2022-03-06,2023-05-18 01:06:00,438,116.8,1,Bank Transfer
587,2022-07-26,2023-07-27 18:33:00,366,127.5,4,Bank Transfer
588,2022-02-12,2024-03-24 02:22:00,771,,1,PayPal
589,2023-06-12,2023-03-02 13:13:00,-102,80.71428571428571,2,Debit Card
590,2023-07-11,2023-01-08 14:09:00,-184,176.25,3,PayPal
591,2024-02-11,2023-01-02 23:56:00,-405,116.25,3,Debit Card
592,2024-03-10,2023-11-02 03:07:00,-129,,1,PayPal
593,2022-12-06,2023-04-13 09:56:00,128,0.0,2,PayPal
594,2023-01-12,2023-03-29 20:40:00,76,86.42857142857143,2,Bank Transfer
595,2024-02-01,2023-01-20 17:51:00,-377,147.0,3,Bank Transfer
596,2023-01-31,2023-02-14 08:26:00,14,95.85714285714286,3,Bank Transfer
597,2023-05-24,2023-11-02 11:39:00,162,53.5,3,Cash
598,2023-06-16,2023-02-18 20:04:00,-118,,1,Debit Card
600,2023-09-09,2023-02-18 09:23:00,-203,111.33333333333333,2,Credit Card
603,2023-09-10,2023-06-08 21:44:00,-94,112.2,2,Bank Transfer
604,2023-03-31,2023-01-25 01:28:00,-65,96.0,2,Bank Transfer
606,2023-03-22,2023-01-27 23:39:00,-54,160.75,1,Cash
607,2022-02-28,2023-07-30 01:50:00,517,53.4,3,Debit Card
608,2023-02-20,2023-04-04 22:33:00,43,80.71428571428571,2,Debit Card
611,2023-03-25,2023-06-22 02:01:00,89,109.4,3,Credit Card
612,2022-08-30,2024-03-18 00:25:00,566,72.5,2,Bank Transfer
613,2023-08-04,2023-01-14 23:51:00,-202,152.33333333333334,2,Credit Card
614,2023-11-27,2024-04-01 04:03:00,126,,1,Cash
615,2023-01-16,2023-01-07 17:00:00,-9,119.83333333333333,3,Credit Card
618,2022-09-13,2023-04-21 10:45:00,220,202.33333333333334,1,Debit Card
619,2022-07-10,2023-01-01 09:34:00,175,119.16666666666667,3,PayPal
620,2023-07-30,2023-01-24 12:25:00,-187,92.14285714285714,2,Credit Card
621,2022-09-24,2023-12-29 00:17:00,461,48.6,1,Credit Card
623,2023-05-18,2023-03-27 12:28:00,-52,609.0,1,Bank Transfer
624,2022-03-17,2023-01-10 00:37:00,299,131.6,2,Bank Transfer
625,2024-01-01,2023-04-05 23:19:00,-271,156.25,1,Credit Card
626,2023-11-30,2023-12-03 08:23:00,3,,1,Cash
627,2023-12-28,2023-04-10 15:02:00,-262,155.25,1,Debit Card
628,2022-10-25,2023-09-10 20:20:00,320,,1,PayPal
629,2023-12-30,2023-06-07 17:03:00,-206,93.0,1,Cash
630,2023-06-05,2023-04-15 12:11:00,-51,101.66666666666667,1,PayPal
631,2022-07-25,2023-05-11 19:34:00,290,231.5,2,Debit Card
632,2023-05-21,2023-01-29 18:46:00,-112,90.0,1,Cash
634,2023-07-19,2023-01-07 15:39:00,-193,97.57142857142857,1,Cash
635,2022-03-30,2023-01-23 13:28:00,299,85.57142857142857,1,PayPal
636,2024-01-05,2023-01-28 12:30:00,-342,157.75,2,Debit Card
637,2024-02-27,2023-01-03 11:14:00,-420,293.5,2,Debit Card
638,2022-03-17,2023-03-15 04:24:00,363,114.6,2,Bank Transfer
639,2023-10-20,2023-02-07 05:08:00,-255,118.2,2,Cash
640,2023-11-28,2023-08-10 04:08:00,-110,113.5,2,PayPal
642,2022-07-06,2023-01-19 07:54:00,197,96.28571428571429,4,Credit Card
643,2022-02-26,2023-01-02 08:52:00,310,,1,Cash
644,2022-11-08,2023-04-13 20:04:00,156,190.33333333333334,3,Debit Card
645,2023-12-28,2023-01-07 14:16:00,-355,114.8,3,PayPal
646,2023-06-16,2023-11-21 17:16:00,158,128.33333333333334,1,PayPal
647,2022-09-14,2023-01-17 02:29:00,125,107.2,3,Credit Card
648,2023-07-19,2023-12-25 23:29:00,159,237.0,1,PayPal
649,2022-11-07,2023-02-16 10:22:00,101,93.71428571428571,2,Credit Card
650,2023-05-30,2023-04-24 13:44:00,-36,145.25,1,Debit Card
651,2023-08-18,2023-01-13 22:55:00,-217,89.57142857142857,2,PayPal
652,2023-10-02,2023-02-20 06:50:00,-224,150.5,2,Credit Card
653,2023-08-01,2024-02-04 19:18:00,187,118.0,1,Bank Transfer
654,2022-01-30,2024-05-04 19:38:00,825,66.66666666666667,1,Debit Card
655,2023-10-19,2023-02-24 01:34:00,-237,66.4,3,PayPal
656,2022-08-04,2023-01-18 21:10:00,167,112.0,3,Cash
658,2023-10-05,2023-06-12 07:41:00,-115,164.66666666666666,3,Bank Transfer
660,2023-12-03,2023-08-14 18:14:00,-111,112.0,2,Cash
661,2022-03-16,2024-08-07 06:54:00,875,,1,Cash
662,2023-03-02,2023-03-04 14:11:00,2,109.16666666666667,4,Cash
663,2022-12-15,2023-04-27 23:20:00,133,84.71428571428571,2,Credit Card
664,2024-01-06,2023-01-02 09:03:00,-369,122.8,2,Cash
665,2022-12-20,2023-03-09 14:20:00,79,85.0,1,Bank Transfer
666,2023-01-15,2023-04-16 00:26:00,91,74.71428571428571,2,Debit Card
667,2022-11-23,2023-03-29 02:04:00,126,81.0,2,Bank Transfer
668,2022-10-01,2023-08-23 09:08:00,326,121.5,2,Credit Card
669,2022-04-10,2023-06-17 17:15:00,433,88.5,2,Credit Card
671,2022-06-13,2023-05-03 17:09:00,324,141.5,1,Debit Card
672,2024-01-09,2023-07-27 03:49:00,-166,260.5,1,Cash
674,2023-04-24,2024-05-03 01:14:00,375,38.0,1,Cash
675,2023-05-25,2024-06-05 13:41:00,377,128.0,2,Cash
676,2023-02-07,2023-01-22 19:32:00,-16,90.14285714285714,2,Debit Card
677,2022-09-04,2023-08-12 21:12:00,342,97.0,2,PayPal
678,2022-02-19,2023-10-10 05:56:00,598,409.0,2,Bank Transfer
679,2023-09-04,2023-01-27 17:38:00,-220,65.4,2,Debit Card
680,2022-01-09,2023-01-22 23:44:00,378,105.6,1,Debit Card
681,2022-09-28,2023-10-15 07:52:00,382,256.0,1,Debit Card
682,2023-01-10,2024-01-23 02:27:00,378,111.33333333333333,1,Credit Card
683,2023-08-07,2024-05-13 14:18:00,280,,1,Bank Transfer
684,2023-07-21,2023-06-30 03:05:00,-21,195.0,2,PayPal
686,2022-10-14,2023-02-18 06:58:00,127,504.0,2,Cash
687,2022-05-02,2023-01-29 19:45:00,272,307.0,1,Credit Card
689,2022-12-14,2023-01-27 21:23:00,44,138.0,2,Cash
690,2024-02-13,2023-03-13 15:35:00,-337,98.0,2,Cash
691,2023-06-06,2023-09-12 06:27:00,98,13.0,3,Cash
692,2022-02-16,2023-01-17 09:05:00,335,77.33333333333333,3,PayPal
693,2022-12-08,2023-06-22 03:41:00,196,74.5,4,Debit Card
694,2022-06-02,2023-05-04 00:19:00,336,,1,Bank Transfer
695,2022-05-24,2023-09-10 19:22:00,474,134.66666666666666,3,Debit Card
696,2022-11-23,2023-08-26 16:30:00,276,71.0,2,Credit Card
697,2023-09-24,2023-04-12 12:22:00,-165,38.0,2,Credit Card
698,2023-06-04,2023-01-20 08:20:00,-135,189.33333333333334,2,Debit Card
700,2022-01-18,2024-12-30 18:25:00,1077,,1,Cash
701,2022-04-23,2023-04-19 14:36:00,361,156.33333333333334,2,PayPal
702,2024-01-13,2023-04-23 14:10:00,-265,98.83333333333333,2,Bank Transfer
703,2022-09-29,2023-07-01 11:28:00,275,125.0,2,PayPal
704,2024-01-09,2023-03-05 12:51:00,-310,106.16666666666667,3,Cash
706,2023-09-27,2023-05-29 07:31:00,-121,0.0,2,Bank Transfer
707,2023-11-29,2023-01-06 14:08:00,-327,85.42857142857143,3,Bank Transfer
708,2023-12-19,2023-03-03 12:03:00,-291,99.83333333333333,3,Credit Card
709,2023-03-28,2023-01-01 18:01:00,-86,95.71428571428571,2,Credit Card
710,2023-02-27,2023-02-17 04:35:00,-10,111.0,2,Bank Transfer
711,2024-03-04,2023-03-29 13:47:00,-341,74.42857142857143,1,Cash
713,2023-06-16,2023-01-29 06:03:00,-138,176.33333333333334,2,Bank Transfer
714,2023-11-10,2023-04-08 12:34:00,-216,91.5,4,Bank Transfer
715,2022-11-18,2023-05-24 04:33:00,187,232.0,3,PayPal
716,2023-06-30,2023-02-14 05:52:00,-136,168.66666666666666,2,Credit Card
717,2023-11-24,2023-01-18 03:14:00,-310,173.0,1,Debit Card
718,2022-07-16,2023-02-10 07:18:00,209,95.71428571428571,3,Cash
719,2022-11-02,2023-01-24 01:05:00,83,160.0,2,Bank Transfer
720,2022-11-01,2023-05-10 16:17:00,190,141.33333333333334,2,Debit Card
721,2023-12-08,2023-10-25 10:04:00,-44,144.0,2,Credit Card
723,2024-01-09,2023-06-02 09:57:00,-221,267.0,2,Cash
724,2023-08-11,2023-06-29 20:09:00,-43,76.71428571428571,2,Bank Transfer
725,2023-02-09,2024-05-07 03:28:00,453,59.0,1,Debit Card
727,2024-01-02,2023-01-29 20:05:00,-338,90.83333333333333,4,Credit Card
728,2023-03-29,2023-02-20 02:17:00,-37,126.8,2,Debit Card
729,2022-08-08,2024-01-30 03:53:00,540,,1,PayPal
733,2023-11-17,2023-07-30 09:08:00,-110,,1,Credit Card
734,2022-08-27,2023-05-25 20:32:00,271,302.0,1,Cash
735,2022-12-05,2023-05-21 00:59:00,167,99.2,3,Debit Card
736,2024-02-29,2023-11-04 08:58:00,-117,,1,Cash
738,2023-05-03,2023-05-28 09:53:00,25,100.5,4,Bank Transfer
739,2024-02-14,2023-03-12 12:52:00,-339,80.0,3,Bank Transfer
742,2024-01-27,2023-11-11 06:35:00,-77,,1,Bank Transfer
743,2022-06-29,2023-02-24 15:03:00,240,121.4,2,Debit Card
744,2022-06-30,2023-05-14 10:23:00,318,93.4,3,Cash
745,2023-02-11,2023-08-09 23:28:00,179,478.0,2,Credit Card
748,2022-04-20,2023-06-10 15:55:00,416,108.0,3,PayPal
749,2023-10-19,2023-04-16 00:48:00,-186,81.28571428571429,1,Debit Card
750,2022-05-18,2023-05-04 04:32:00,351,29.0,1,Debit Card
751,2022-07-17,2023-04-04 05:59:00,261,153.66666666666666,2,PayPal
752,2024-01-19,2023-03-08 13:47:00,-317,154.75,3,Debit Card
754,2022-12-12,2023-01-14 16:25:00,33,0.0,3,Bank Transfer
755,2024-02-15,2023-06-24 01:44:00,-236,83.75,3,PayPal
756,2023-10-17,2023-12-17 06:54:00,61,187.5,1,Credit Card
757,2023-06-12,2023-08-01 03:02:00,50,135.0,3,Cash
758,2023-11-17,2023-01-05 22:04:00,-316,118.8,2,Debit Card
759,2022-05-24,2023-07-05 04:06:00,407,53.0,2,PayPal
761,2022-08-30,2023-01-06 20:47:00,129,0.0,1,Debit Card
762,2022-12-04,2023-01-08 11:31:00,35,105.16666666666667,3,Debit Card
764,2023-01-04,2023-11-26 06:16:00,326,74.0,2,Credit Card
766,2023-02-20,2023-02-07 08:20:00,-13,71.0,2,Bank Transfer
767,2023-12-22,2023-03-20 14:58:00,-277,74.85714285714286,2,PayPal
768,2023-10-17,2024-06-01 14:50:00,228,,1,Debit Card
769,2022-08-15,2024-01-01 04:19:00,504,28.5,2,Bank Transfer
770,2023-05-05,2023-04-09 12:11:00,-26,55.42857142857143,1,Debit Card
771,2023-09-13,2024-03-08 05:31:00,177,,1,Credit Card
773,2023-11-12,2023-01-07 10:54:00,-309,165.25,1,Cash
774,2023-11-28,2023-02-06 10:42:00,-295,217.5,1,Bank Transfer
775,2022-03-25,2023-06-25 11:32:00,457,,1,Cash
776,2023-12-22,2023-02-08 09:10:00,-317,131.6,1,Bank Transfer
777,2023-08-01,2023-08-23 22:37:00,22,129.33333333333334,2,Cash
778,2023-07-15,2024-03-17 00:02:00,246,,1,PayPal
779,2023-07-04,2023-01-21 07:53:00,-164,113.83333333333333,1,Bank Transfer
780,2023-06-17,2023-01-24 21:27:00,-144,104.66666666666667,2,Cash
781,2022-07-30,2023-03-14 04:25:00,227,65.85714285714286,3,Cash
782,2023-06-07,2023-12-14 04:00:00,190,293.0,1,Cash
783,2023-04-10,2023-02-25 04:59:00,-44,134.0,2,Debit Card
784,2023-04-13,2023-05-15 22:29:00,32,79.71428571428571,1,Credit Card
785,2023-04-19,2023-10-16 18:05:00,180,357.0,2,Bank Transfer
786,2023-02-10,2023-10-13 04:12:00,245,60.0,3,Debit Card
787,2024-02-03,2023-04-16 16:56:00,-293,55.0,3,Credit Card
788,2022-02-16,2023-04-17 21:54:00,425,554.0,2,Bank Transfer
789,2022-03-07,2023-03-22 11:47:00,380,80.85714285714286,2,Credit Card
790,2022-03-12,2023-02-21 19:19:00,346,77.14285714285714,4,Credit Card
791,2023-02-23,2023-02-01 15:12:00,-22,99.28571428571429,1,Credit Card
792,2024-02-24,2023-07-19 19:17:00,-220,178.0,1,PayPal
794,2023-01-22,2023-02-16 04:44:00,25,86.71428571428571,1,Bank Transfer
795,2023-11-09,2023-04-06 13:02:00,-217,126.4,2,Cash
796,2022-12-23,2023-01-15 17:34:00,23,204.0,1,Debit Card
797,2023-07-05,2023-05-02 10:34:00,-64,48.857142857142854,4,Cash
798,2024-01-16,2024-07-01 03:54:00,167,159.0,1,Credit Card
799,2024-02-14,2023-03-23 21:14:00,-328,303.5,3,Debit Card
800,2023-04-20,2023-08-13 00:32:00,115,461.0,2,Bank Transfer
801,2023-01-24,2023-09-01 16:14:00,220,42.0,3,PayPal
802,2022-12-21,2023-01-18 14:39:00,28,117.0,3,Bank Transfer
803,2024-01-13,2023-08-24 01:59:00,-142,102.75,2,Cash
805,2022-01-17,2024-08-10 01:52:00,936,,1,Cash
806,2022-04-14,2023-03-03 00:48:00,323,186.66666666666666,2,Bank Transfer
808,2022-02-15,2023-01-12 20:19:00,331,100.57142857142857,3,Bank Transfer
809,2023-07-07,2023-12-25 17:03:00,171,160.0,2,Debit Card
811,2022-10-24,2023-03-20 04:07:00,147,102.16666666666667,1,Credit Card
812,2024-01-20,2023-05-16 03:52:00,-249,294.0,1,Credit Card
813,2023-09-05,2023-01-24 22:42:00,-224,80.0,1,Bank Transfer
